citation,full_reference,exp,,
jonasson_et_al_1999,"jonasson_s,_michelsen_a,_schmidt_ik,_nielsen_ev_(1999)_responses_in_microbes_and_plants_to_changed_temperature,_nutrient,_and_light_regimes_in_the_arctic_ecology,_80,_1828-1843",abisko_fellfield_w2,,
jonasson_et_al_1999,"jonasson_s,_michelsen_a,_schmidt_ik,_nielsen_ev_(1999)_responses_in_microbes_and_plants_to_changed_temperature,_nutrient,_and_light_regimes_in_the_arctic_ecology,_80,_1828-1843",abisko_subalpine_f,,
jonasson_et_al_1999,"jonasson_s,_michelsen_a,_schmidt_ik,_nielsen_ev_(1999)_responses_in_microbes_and_plants_to_changed_temperature,_nutrient,_and_light_regimes_in_the_arctic_ecology,_80,_1828-1843",abisko_subalpine_fw,,
jonasson_et_al_1999,"jonasson_s,_michelsen_a,_schmidt_ik,_nielsen_ev_(1999)_responses_in_microbes_and_plants_to_changed_temperature,_nutrient,_and_light_regimes_in_the_arctic_ecology,_80,_1828-1843",abisko_subalpine_fw2,,
jonasson_et_al_1999,"jonasson_s,_michelsen_a,_schmidt_ik,_nielsen_ev_(1999)_responses_in_microbes_and_plants_to_changed_temperature,_nutrient,_and_light_regimes_in_the_arctic_ecology,_80,_1828-1843",abisko_subalpine_w,,
jonasson_et_al_1999,"jonasson_s,_michelsen_a,_schmidt_ik,_nielsen_ev_(1999)_responses_in_microbes_and_plants_to_changed_temperature,_nutrient,_and_light_regimes_in_the_arctic_ecology,_80,_1828-1843",abisko_subalpine_w2,,
jonasson_et_al_1999,"jonasson_et_al,_1999_coupling_of_nutrient_cycling_and_carbon_dynamics_in_the_arctic,
integration_of_soil_microbial_and_plant_processes_coupling_of_nutrient_cycling_and_carbon_dynamics_in_the_arctic,
integration_of_soil_microbial_and_plant_processes_applied_soil_ecology_11_(1999)_135±146",NA,,
jones_et_al_2011,"jones_et_al,_2011_harvest_residue_management_and_fertilisation_effects_on_soil_carbon_and_nitrogen_in_a_15-year-old_pinus_radiata_plantation_forest_forest_ecology_and_management_262_(2011)_339–347",kinleith_f,,
jongen_et_al_2014,"jongen,_m,_unger,_s,_&_pereira,_j_s_(2014)_effects_of_precipitation_variability_on_carbon_and_water_fluxes_in_the_understorey_of_a_nitrogen-limited_montado_ecosystem oecologia, 176(4),_1199-1212",herdade_d,,
jónsdóttir_et_al_2005,"jónsdóttir,_is,_et_al_2005_biomass_and_nutrient_responses_of_a_clonal_tundra_sedge_to_climate_warming_can_j_bot_83:_1608-1621_(2005)",latnjajaure_1_w,,
joos_et_al_2010,"joos,_o_et_al_(2010)_Summer_drought_reduces_total_and_litter-derived_soil_CO₂_effluxes_in_temperate_grassland-clues_from_a_13C_litter_addition_experiment_biogeosciences_7,_1031-1041",chamau_d,,
jourdan_et_al_2008,"jourdan_c,_silva_ev,_goncalves_jlm,_ranger_j,_moreira_rm,_laclau_jp_(2008)_fine_root_production_and_turnover_in_brazilian_eucalyptus_plantations_under_contrasting_nitrogen_fertilization_regimes_forest_ecology_and_management,_256,_396-404",itatinga_fn,,
juutinen_2010,"juutinen,_2010_responses_of_vegetation_and_ecosystem_co2_exchange_to_9_years_of_nutrient_addition_at_mer_bleue_bog_ecosystems_(2010)_13:_874–887",ottawa_f,,
kaakinen_et_al_2004,"kaakinen_s,_kostiainen_k,_ek_f,_saranpaa_p,_kubiske_me,_sober_j,_karnosky_df,_vapaavuori_e_(2004)_stem_wood_properties_of_populus_tremuloides,_betula_papyrifera_and_acer_saccharum_saplings_after_3_years_of_treatments_to_elevated_carbon_dioxide_and_ozone_global_change_biology_10:1513–1525",aspenface_bp_c,,
kaakinen_et_al_2004,"kaakinen_s,_kostiainen_k,_ek_f,_saranpaa_p,_kubiske_me,_sober_j,_karnosky_df,_vapaavuori_e_(2004)_stem_wood_properties_of_populus_tremuloides,_betula_papyrifera_and_acer_saccharum_saplings_after_3_years_of_treatments_to_elevated_carbon_dioxide_and_ozone_global_change_biology_10:1513–1525",aspenface_pt_c,,
kaakinen_et_al_2004,"kaakinen_s,_kostiainen_k,_ek_f,_saranpaa_p,_kubiske_me,_sober_j,_karnosky_df,_vapaavuori_e_(2004)_stem_wood_properties_of_populus_tremuloides,_betula_papyrifera_and_acer_saccharum_saplings_after_3_years_of_treatments_to_elevated_carbon_dioxide_and_ozone_global_change_biology_10:1513–1525",aspenface_ptas_c,,
kaetterer_and_andren_1996,"kaetterer,_t,_andren,_o_(1996)_Measured_and_simulated_nitrogen_dynamics_in_winter_wheat_and_a_clay_soil_subjected_to_drought_stress_or_daily_irrigation_and_fertilization_fertilizer_research_44,_51-63",sankan_d,,
kaetterer_and_andren_1999,"kaetterer,_t,_andren,_o_(1999)_growth_dynamics_of_reed_canarygrass_(phalaris_arundinacea_l)_and_its_allocation_of_biomass_and_nitrogen_below_ground_in_a_field_receiving_daily_irrigation_and_fertilisation_nutrient_cycling_in_agroecosystems_54,_21-29",ultuna_i,,
kaetterer_et_al_1995,"kaetterer,_t,_fabião,_a,_madeira,_m,_ribeiro,_c,_&_steen,_e_(1995)_fine-root_dynamics,_soil_moisture_and_soil_carbon_content_in_a_eucalyptus_globulus_plantation_under_different_irrigation_and_fertilisation_regimes forest_ecology_and_management, 74(1-3),_1-12",quinta_f,,
kaetterer_et_al_1995,"kaetterer,_t,_fabião,_a,_madeira,_m,_ribeiro,_c,_&_steen,_e_(1995)_fine-root_dynamics,_soil_moisture_and_soil_carbon_content_in_a_eucalyptus_globulus_plantation_under_different_irrigation_and_fertilisation_regimes forest_ecology_and_management, 74(1-3),_1-12",quinta_i,,
kaetterer_et_al_1995,"kaetterer,_t,_fabião,_a,_madeira,_m,_ribeiro,_c,_&_steen,_e_(1995)_fine-root_dynamics,_soil_moisture_and_soil_carbon_content_in_a_eucalyptus_globulus_plantation_under_different_irrigation_and_fertilisation_regimes forest_ecology_and_management, 74(1-3),_1-12",quinta_if,,
kaetterer_et_al_1998,"kaetterer,_t,_andren,_o,_pettersson,_r_(1998)_growth_and_nitrogen_dynamics_of_reed_(phalaris_arundinacea_l)_subjected_to_daily_fertilization_and_irrigation_in_the_field_field_crops_research_55,_153-164",ultuna_i,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer1_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer10_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer11_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer12_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer13_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer14_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer15_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer16_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer17_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer18_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer19_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer2_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer3_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer4_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer5_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer6_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer7_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer8_d,,
kahmen_et_al_2005,"kahmen,_a,_perner,_j,_buchmann,_n_(2005)_diversity-dependent_productivity_in_semi-natural_grasslands_following_climate_perturbations_functional_ecology_19,_594-601",thuringerschiefer9_d,,
kaleem_abbasi_and_mueller_2011,"kaleem_abbasi_m,_mueller_c_(2011)_trace_gas_fluxes_of_co2,_ch4,_n2o_in_a_permanent_grassland_soil_exposed_to_elevated_co2_in_the_giessen_face_study_atmospheric_chemistry_and_physics,_11,_9333–9342",giface_c,,
kammann_et_al_2005,"kammann_c,_gruenhage_l,_grueters_u,_janze_s,_jaeger_h-j_(2005)_response_of_aboveground_grassland_biomass_and_soil_moisture_to_moderate_long-term_co2_enrichment_basic_and_applied_ecology,_6,_351–365",giface_c,,
kammann_et_al_2008,"kammann_c,_mueller_c,_gruenhage_l,_jaeger_h-j_(2008)_elevated_co2_stimulates_n2o_emissions_in_permanent_grassland_soil_biology_and_biochemistry,_40,_2194–2205",giface_c,,
kandeler_et_al_1998,"kandeler_et_al,_1998_the_response_of_soil_microorganisms_and_roots_to_elevated_co2_and_temperature_in_a_terrestrial_model_ecosystem_plant_and_soil_202,_251-262",nerc_c,,
kandeler_et_al_1998,"kandeler_et_al,_1998_the_response_of_soil_microorganisms_and_roots_to_elevated_co2_and_temperature_in_a_terrestrial_model_ecosystem_plant_and_soil_202,_251-262",nerc_cw,,
kandeler_et_al_1998,"kandeler_et_al,_1998_the_response_of_soil_microorganisms_and_roots_to_elevated_co2_and_temperature_in_a_terrestrial_model_ecosystem_plant_and_soil_202,_251-262",nerc_w,,
kanerva_et_al_2008,"kanerva_t,_palojarvi_a,_ramo_k,_manninen_s_(2008)_changes_in_soil_microbial_community_structure_under_elevated_tropospheric_o-3_and_co2_soil_biology_&_biochemistry,_40,_2502-2510",jokioinen_c,,
karberg_et_al_2005,"karberg_nj,_pregitzer_ks,_king_js,_friend_al,_wood_jr_(2005)_soil_carbon_dioxide_partial_pressure_and_dissolved_inorganic_carbonate_chemistry_under_elevated_carbon_dioxide_and_ozone_oecologia_142:296–306",aspenface_ptbp_c,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_c,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_cd,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_cw,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_cwd,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_d,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_dw,,
kardol_et_al_2010,"kardol_p,_campany_c_e,_souza_l,_norby_r_j,_weltzin_j_f,_classen_a_t_(2010)_climate_change_effects_on_plant_biomass_alter_dominance_patterns_and_community_evenness_in_an_experimental_old-field_ecosystem_global_change_biology,_16,_2676-2687",ornerp_grassland_w,,
karlowsky_et_al_2018,"karlowsky,_s,_augusti,_a,_ingrisch,_j,_hasibeder,_r,_lange,_m,_lavorel,_s,__&_gleixner,_g_(2018)_land_use_in_mountain_grasslands_alters_drought_response_and_recovery_of_carbon_allocation_and_plant‐microbial_interactions journal_of_ecology, 106(3),_1230-1243",stubaim2013_d,,
karlowsky_et_al_2018,"karlowsky,_s,_augusti,_a,_ingrisch,_j,_hasibeder,_r,_lange,_m,_lavorel,_s,__&_gleixner,_g_(2018)_land_use_in_mountain_grasslands_alters_drought_response_and_recovery_of_carbon_allocation_and_plant‐microbial_interactions journal_of_ecology, 106(3),_1230-1243",stubaiu2013_d,,
karnosky_et_al_2003,"karnosky_df,_zak_dr,_pregitzer_ks,_awmack_cs,_bockheim_jg,_dickson_re,_hendrey_gr,_host_ge,_king_js,_kopper_bj,_kruger_el,_kubiske_me,_lindroth_rl,_mattson_wj,_mcdonald_ep,_noormets_a,_oksanen_e,_parsons_wfj,_percy_ke,_podila_gk,_riemenschneider_de,_sharma_p,_thakur_r,_sôber_a,_sôber_j,_jones_ws,_anttonen_s,_vapaavuori_e,_mankovska_b,_heilman_w,_isebrands_jg_(2003)_tropospheric_o3_moderates_responses_of_temperate_hardwood_forests_to_elevated_co2:_a_synthesis_of_molecular_to_ecosystem_results_from_the_aspen_face_project_functional_ecology_17:289–304",aspenface_bp_c,,
karnosky_et_al_2003,"karnosky_df,_zak_dr,_pregitzer_ks,_awmack_cs,_bockheim_jg,_dickson_re,_hendrey_gr,_host_ge,_king_js,_kopper_bj,_kruger_el,_kubiske_me,_lindroth_rl,_mattson_wj,_mcdonald_ep,_noormets_a,_oksanen_e,_parsons_wfj,_percy_ke,_podila_gk,_riemenschneider_de,_sharma_p,_thakur_r,_sôber_a,_sôber_j,_jones_ws,_anttonen_s,_vapaavuori_e,_mankovska_b,_heilman_w,_isebrands_jg_(2003)_tropospheric_o3_moderates_responses_of_temperate_hardwood_forests_to_elevated_co2:_a_synthesis_of_molecular_to_ecosystem_results_from_the_aspen_face_project_functional_ecology_17:289–304",aspenface_pt_c,,
karnosky_et_al_2003,"karnosky_df,_zak_dr,_pregitzer_ks,_awmack_cs,_bockheim_jg,_dickson_re,_hendrey_gr,_host_ge,_king_js,_kopper_bj,_kruger_el,_kubiske_me,_lindroth_rl,_mattson_wj,_mcdonald_ep,_noormets_a,_oksanen_e,_parsons_wfj,_percy_ke,_podila_gk,_riemenschneider_de,_sharma_p,_thakur_r,_sôber_a,_sôber_j,_jones_ws,_anttonen_s,_vapaavuori_e,_mankovska_b,_heilman_w,_isebrands_jg_(2003)_tropospheric_o3_moderates_responses_of_temperate_hardwood_forests_to_elevated_co2:_a_synthesis_of_molecular_to_ecosystem_results_from_the_aspen_face_project_functional_ecology_17:289–304",aspenface_ptas_c,,
kaspari_et_al_2008,"kaspari_m,_garcia_mn,_harms_ke,_santana_m,_wright_sj,_yavitt_jb_(2008)_multiple_nutrients_limit_litterfall_and_decomposition_in_a_tropical_forest_ecology_letters,_11,_35-43",bcnm_fn,,
kasurinen_et_al_2004,"kasurinen_et_al,_2004_soil_co2_efflux_of_two_silver_birch_clones_exposed_to_elevated_co2_and_o3_levels_during_three_growing_seasons_global_change_biology_10,_1654-1665",suonenjoki2_bp4_c,,
kasurinen_et_al_2004,"kasurinen_et_al,_2004_soil_co2_efflux_of_two_silver_birch_clones_exposed_to_elevated_co2_and_o3_levels_during_three_growing_seasons_global_change_biology_10,_1654-1665",suonenjoki2_bp80_c,,
kasurinen_et_al_2005,"kasurinen_a,_keinanen_mm,_kaipainen_s,_nilsson_lo,_vapaavuori_e,_kontro_mh,_holopainen_t_(2005)_below-ground_responses_of_silver_birch_trees_exposed_to_elevated_co2_and_o-3_levels_during_three_growing_seasons_global_change_biology,_11,_1167-1179",suonenjoki2_bp4_c,,
kasurinen_et_al_2005,"kasurinen_a,_keinanen_mm,_kaipainen_s,_nilsson_lo,_vapaavuori_e,_kontro_mh,_holopainen_t_(2005)_below-ground_responses_of_silver_birch_trees_exposed_to_elevated_co2_and_o-3_levels_during_three_growing_seasons_global_change_biology,_11,_1167-1179",suonenjoki2_bp80_c,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_as,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_g1,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_g2,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_pg,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_ps1,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_ps2,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_qe1,,
keeler_et_al_2009,"keeler_bl,_hobbie_se,_kellogg_le_(2009)_effects_of_long-term_nitrogen_addition_on_microbial_enzyme_activity_in_eight_forested_and_grassland_sites:_implications_for_litter_and_soil_organic_matter_decomposition_ecosystems,_12,_1-15",cedar_creek_f_qe2,,
keidel_et_al_2015,"keidel_l,_kammann_c,_gruenhage_l,_moser_g,_mueller_c_(2015)_positive_feedback_of_elevated_co2_on_soil_respiration_in_late_autumn_and_winter_biogeosciences,_12,_1257–1269",giface_c,,
kering_et_al_2012,"kering_et_al,_2012_biomass_yield_and_nutrient_responses_of_switchgrass_to_phosphorus_application_bioenerg_res_(2012)_5:71–78",ardmore_f,,
