citation,exp,full_reference,
lovett_et_al_2013,42.12_-74.25_f,lovett_g_m_arthur_m_a_weathers_k_c_fitzhugh_r_d_and_templer_p_h_nitrogen_addition_increases_carbon_storage_in_soils_but_not_in_trees_in_an_eastern_us_deciduous_forest_ecosystems_16_980-1001_2013,
loya_et_al_2003,aspenface_pooled_c,loya_wm_pregitzer_ks_karberg_nj_king_js_giardina_cp_2003_reduction_of_soil_carbon_formation_by_tropospheric_ozone_under_increased_carbon_dioxide_levels_nature_425_705-707,
lu_et_al_2009,deqing_b_f3,lu_et_al_2009_effect_of_simulated_n_deposition_on_soil_exchangeable_cations_in_three_forest_types_of_subtropical_china_pedosphere_,
lu_et_al_2009,deqing_b_f,lu_et_al_2009_effect_of_simulated_n_deposition_on_soil_exchangeable_cations_in_three_forest_types_of_subtropical_china_pedosphere_,
lu_et_al_2010,deqing_c_f2,lu_et_al_2010_effects_of_experimental_nitrogen_additions_on_plant_diversity_in_an_old-growth_tropical_forest,
lu_et_al_2010,deqing_c_f3,lu_et_al_2010_effects_of_experimental_nitrogen_additions_on_plant_diversity_in_an_old-growth_tropical_forest,
lu_et_al_2010,deqing_c_f,lu_et_al_2010_effects_of_experimental_nitrogen_additions_on_plant_diversity_in_an_old-growth_tropical_forest,
lu_et_al_2011,imgers_ng_2007b_f,lue_x_t_kong_d_l_pan_q_m_simmons_m_e_and_han_x_g_2012_nitrogen_and_water_availability_interact_to_affect_leaf_stoichiometry_in_a_semi-arid_grassland oecologia 1682_301-310,
lu_et_al_2011,imgers_ng_2007b_if,lue_x_t_kong_d_l_pan_q_m_simmons_m_e_and_han_x_g_2012_nitrogen_and_water_availability_interact_to_affect_leaf_stoichiometry_in_a_semi-arid_grassland oecologia 1682_301-310,
lu_et_al_2011,imgers_ng_2007b_i,lue_x_t_kong_d_l_pan_q_m_simmons_m_e_and_han_x_g_2012_nitrogen_and_water_availability_interact_to_affect_leaf_stoichiometry_in_a_semi-arid_grassland oecologia 1682_301-310,
lu_et_al_2012,deqing_c_f,lu_x_mo_j_gilliam_f_s_fang_h_zhu_f_fang_y_…_huang_j_2012_nitrogen_addition_shapes_soil_phosphorus_availability_in_two_reforested_tropical_forests_in_southern_china_biotropica_443_302–311_https://doiorg/101111/j1744-7429201100831x,
lu_et_al_2012,deqing_c_f3,lu_et_al_2012_nitrogen_addition_shapes_soil_phosphorus_availability_in_two_reforested_tropical_forests_in_southern_china,
lu_et_al_2012,deqing_c_f2,lu_et_al_2012_nitrogen_addition_shapes_soil_phosphorus_availability_in_two_reforested_tropical_forests_in_southern_china,
lu_et_al_2012,imgers_ng_2007b_f,lu_et_al_2012_nitrogen_addition_shapes_soil_phosphorus_availability_in_two_reforested_tropical_forests_in_southern_china,
lu_et_al_2012,imgers_ng_2007b_if,lu_et_al_2012_nitrogen_addition_shapes_soil_phosphorus_availability_in_two_reforested_tropical_forests_in_southern_china,
lu_et_al_2012,imgers_ng_2007b_i,lu_et_al_2012_nitrogen_addition_shapes_soil_phosphorus_availability_in_two_reforested_tropical_forests_in_southern_china,
lu_et_al_2013,30.95_88.7_w,lu_x_fan_j_yan_y_and_wang_x_responses_of_soil_co?_fluxes_to_short-term_experimental_warming_in_alpine_steppe_ecosystem_northern_tibet_plos_one_8_e59054_doi:101371/journalpone0059054_2013,
lu_et_al_2015,30.53_114.4_f,lu_x_siemann_e_wei_h_shao_x_and_ding_j_2015_effects_of_warming_and_nitrogen_on_above-_and_below-ground_herbivory_of_an_exotic_invasive_plant_and_its_native_congener_biological_invasions_1710_2881–2892_https://doiorg/101007/s10530-015-0918-z,
lu_et_al_2015,30.53_114.4_fw,lu_x_siemann_e_wei_h_shao_x_and_ding_j_2015_effects_of_warming_and_nitrogen_on_above-_and_below-ground_herbivory_of_an_exotic_invasive_plant_and_its_native_congener_biological_invasions_1710_2881–2892_https://doiorg/101007/s10530-015-0918-z,
lu_et_al_2015,30.53_114.4_w,lu_x_siemann_e_wei_h_shao_x_and_ding_j_2015_effects_of_warming_and_nitrogen_on_above-_and_below-ground_herbivory_of_an_exotic_invasive_plant_and_its_native_congener_biological_invasions_1710_2881–2892_https://doiorg/101007/s10530-015-0918-z,
lu_et_al_2017,central_china_d,lu_et_al_2017_experimental_throughfall_reduction_barely_affects_soil_carbon_dynamics_in_a_warm-temperate_oak_forest_central_china,
lu_et_al_2022,langrivier_fn,lu_m_bond_wj_sheffer_e_cramer_md_west_ag_allsopp_n_february_ec_chimphango_s_ma_z_slingsby_ja_and_hedin_lo_2022_biome_boundary_maintained_by_intense_belowground_resource_competition_in_world’s_thinnest-rooted_plant_community_pnas_119:_e2117514119,
lu_et_al_2022,langrivier_fnp,lu_m_bond_wj_sheffer_e_cramer_md_west_ag_allsopp_n_february_ec_chimphango_s_ma_z_slingsby_ja_and_hedin_lo_2022_biome_boundary_maintained_by_intense_belowground_resource_competition_in_world’s_thinnest-rooted_plant_community_pnas_119:_e2117514119,
lu_et_al_2022,langrivier_fp,lu_m_bond_wj_sheffer_e_cramer_md_west_ag_allsopp_n_february_ec_chimphango_s_ma_z_slingsby_ja_and_hedin_lo_2022_biome_boundary_maintained_by_intense_belowground_resource_competition_in_world’s_thinnest-rooted_plant_community_pnas_119:_e2117514119,
ludwig_et_al_2001,-3.5_36_f,ludwig_f_kroon_h_prins_h_h_t_and_berendse_f_2001_effects_of_nutrients_and_shade_on_tree?grass_interactions_in_an_east_african_savanna_journal_of_vegetation_science_124_579–588_https://doiorg/102307/3237009,
lukac_et_al_2003,euroface_pa_c,lukac_et_al_2003_production_turnover_and_mycorrhizal_colonization_of_root_systems_of_three_populus_species_grown_under_elevated_co2_popface_global_change_biology_9_838-848,
lukac_et_al_2003,euroface_pe_c,lukac_et_al_2003_production_turnover_and_mycorrhizal_colonization_of_root_systems_of_three_populus_species_grown_under_elevated_co2_popface_global_change_biology_9_838-848,
lukac_et_al_2003,euroface_pn_c,lukac_et_al_2003_production_turnover_and_mycorrhizal_colonization_of_root_systems_of_three_populus_species_grown_under_elevated_co2_popface_global_change_biology_9_838-848,
lund_et_al_2009,faejemyr_f,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2009,
lund_et_al_2009,faejemyr_f2,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2010,
lund_et_al_2009,faejemyr_f3,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2011,
lund_et_al_2009,storflaket_f,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2012,
lund_et_al_2009,storflaket_f2,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2013,
lund_et_al_2009,storflaket_f4,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2014,
lund_et_al_2009,storflaket_f3,lund_et_al_2009_effects_of_n_and_p_fertilization_on_the_greenhouse_gas_exchange_in_two_northern_peatlands_with_contrasting_n_deposition_rates_biogeosciences_6_2135–2144_2015,
luo_et_al_1996,jrbp_otc2sand_c,luo_y_jackson_r_b_field_c_b_and_mooney_h_a_elevated_co?_increases_belowground_respiration_in_california_grasslands_oecologia_108_130-137_1996,
luo_et_al_1996,jrbp_otc2ser_c,luo_y_jackson_r_b_field_c_b_and_mooney_h_a_elevated_co?_increases_belowground_respiration_in_california_grasslands_oecologia_108_130-137_1996,
luo_et_al_2001,dukeface_c,luo_yq_wu_lh_andrews_ja_white_l_matamala_r_schafer_kvr_schlesinger_wh_2001_elevated_co2_differentiates_ecosystem_carbon_processes:_deconvolution_analysis_of_duke_forest_face_data_ecological_monographs_71_357-376,
luo_et_al_2006,euroface_pn_cf,luo_z-b_calfapietra_c_liberloo_m_scarascia-mugnozza_g_polle_a_2006_carbon_partitioning_to_mobile_and_structural_fractions_in_poplar_wood_under_elevated_co2_euroface_and_n_fertilization_global_change_biology_12:272–283,
luo_et_al_2006,euroface_pn_f,luo_z-b_calfapietra_c_liberloo_m_scarascia-mugnozza_g_polle_a_2006_carbon_partitioning_to_mobile_and_structural_fractions_in_poplar_wood_under_elevated_co2_euroface_and_n_fertilization_global_change_biology_12:272–283,
luo_et_al_2006,euroface_pn_c,luo_z-b_calfapietra_c_liberloo_m_scarascia-mugnozza_g_polle_a_2006_carbon_partitioning_to_mobile_and_structural_fractions_in_poplar_wood_under_elevated_co2_euroface_and_n_fertilization_global_change_biology_12:272–283,
luo_et_al_2008,euroface_pn_c,bernacchi_cj_calfapietra_c_davey_pa_wittig_ve_scarascia-mugnozza_ge_raines_ca_long_sp_2003_photosynthesis_and_stomatal_conductance_responses_of_poplars_to_free-air_co2_enrichment_popface_during_the_first_growth_cycle_and_immediately_following_co,
luo_et_al_2008,euroface_pn_cf,hovenden_mj_2003_photosynthesis_of_coppicing_poplar_clones_in_a_free-air_co2_enrichment_face_experiment_in_a_short-rotation_forest_functional_plant_biol_30:391–400_doi:_101071/fp02233,
luo_et_al_2008,euroface_pn_f,hovenden_mj_2003_photosynthesis_of_coppicing_poplar_clones_in_a_free-air_co2_enrichment_face_experiment_in_a_short-rotation_forest_functional_plant_biol_30:391–400_doi:_101071/fp02233,
luo_et_al_2009,gpa_w,luo_c_et_al_effects_of_grazing_and_experimental_warming_on_doc_concentrations_in_the_soil_solution_on_the_qinghai-tibet_plateau_soil_biol_biochem_41_2493-2500_2009,
luo_et_al_2009,menyuan_c_w,luo_c_et_al_effects_of_grazing_and_experimental_warming_on_doc_concentrations_in_the_soil_solution_on_the_qinghai-tibet_plateau_soil_biol_biochem_41_2493-2500_2009,
luo_et_al_2009,menyuan_b_w,luo_et_al_2009_terrestrial_carbon-cycle_feedback_to_climate_warming:_experimental_evidence_on_plant_regulation_and_impacts_of_biofuel_feedstock_harvest_,
luo_et_al_2009a,menyuan_b_w,luo_et_al_2009_terrestrial_carbon-cycle_feedback_to_climate_warming:_experimental_evidence_on_plant_regulation_and_impacts_of_biofuel_feedstock_harvest_,
luo_et_al_2009b,gpa_w,belay-tedla_a_zhou_xh_su_b_wan_sq_luo_yq_2009_labile_recalcitrant_and_microbial_carbon_and_nitrogen_pools_of_a_tallgrass_prairie_soil_in_the_us_great_plains_subjected_to_experimental_warming_and_clipping_soil_biology_and_biochemistry_41_110-116,
luo_et_al_2016,44.8_116.03_fnp,luo_q_gong_j_zhai_z_pan_y_liu_m_xu_s_…_baoyin_t_tao_2016_the_responses_of_soil_respiration_to_nitrogen_addition_in_a_temperate_grassland_in_northern_china_science_of_the_total_environment_569–57019_1466–1477_https://doiorg/101016/jscitotenv201606237,
luo_et_al_2016,44.8_116.03_fp,luo_q_gong_j_zhai_z_pan_y_liu_m_xu_s_…_baoyin_t_tao_2016_the_responses_of_soil_respiration_to_nitrogen_addition_in_a_temperate_grassland_in_northern_china_science_of_the_total_environment_569–57019_1466–1477_https://doiorg/101016/jscitotenv201606237,
luscher_et_al_2000,swissface_medicago_cf,luscher_a_hartwig_u_a_suter_d_and_noesberger_j_2000_direct_evidence_that_symbiotic_n2_fixation_in_fertile_grassland_is_an_important_trait_for_a_strong_response_of_plants_to_elevated_atmospheric_co2 global_change_biology 6:655-662,
luscher_et_al_2000,swissface_medicago_c,luscher_a_hartwig_u_a_suter_d_and_noesberger_j_2000_direct_evidence_that_symbiotic_n2_fixation_in_fertile_grassland_is_an_important_trait_for_a_strong_response_of_plants_to_elevated_atmospheric_co2 global_change_biology 6:655-662,
luscher_et_al_2000,swissface_medicago_f,luscher_a_hartwig_u_a_suter_d_and_noesberger_j_2000_direct_evidence_that_symbiotic_n2_fixation_in_fertile_grassland_is_an_important_trait_for_a_strong_response_of_plants_to_elevated_atmospheric_co2 global_change_biology 6:655-662,
lussenhop_et_al_1998,mbs_pe_cf,lussenhop_j_treonis_a_curtis_ps_teeri_ja_vogel_cs_1998_response_of_soil_biota_to_elevated_atmospheric_co2_in_poplar_model_systems_oecologia_113_247-251,
lussenhop_et_al_1998,mbs_pe_f,lussenhop_j_treonis_a_curtis_ps_teeri_ja_vogel_cs_1998_response_of_soil_biota_to_elevated_atmospheric_co2_in_poplar_model_systems_oecologia_113_247-251,
lussenhop_et_al_1998,mbs_pe_c,lussenhop_j_treonis_a_curtis_ps_teeri_ja_vogel_cs_1998_response_of_soil_biota_to_elevated_atmospheric_co2_in_poplar_model_systems_oecologia_113_247-251,
lutze_et_al_2000,canberra_hf,lutze_jl_gifford_rm_adams_hn_2000_litter_quality_and_decomposition_in_danthonia_richardsonii_swards_in_response_to_co2_and_nitrogen_supply_over_four_years_of_growth_global_change_biology_6_13-24,
lutze_et_al_2000,canberra_lf,lutze_jl_gifford_rm_adams_hn_2000_litter_quality_and_decomposition_in_danthonia_richardsonii_swards_in_response_to_co2_and_nitrogen_supply_over_four_years_of_growth_global_change_biology_6_13-24,
lutze_et_al_2000,canberra_mf,lutze_jl_gifford_rm_adams_hn_2000_litter_quality_and_decomposition_in_danthonia_richardsonii_swards_in_response_to_co2_and_nitrogen_supply_over_four_years_of_growth_global_change_biology_6_13-24,
ma_et_al_2007b,riceface_nianyufarm_rotation_2001_cf,ma_h_et_al_responses_of_rice_and_winter_wheat_to_free-air_co2_enrichment_china_face_at_rice/wheat_rotation_system_plant_soil_2007_294:137–146_2007,
ma_et_al_2007b,riceface_nianyufarm_rotation_2001_c,ma_h_et_al_responses_of_rice_and_winter_wheat_to_free-air_co2_enrichment_china_face_at_rice/wheat_rotation_system_plant_soil_2007_294:137–146_2007,
ma_et_al_2007b,riceface_nianyufarm_rotation_2001_f,ma_h_et_al_responses_of_rice_and_winter_wheat_to_free-air_co2_enrichment_china_face_at_rice/wheat_rotation_system_plant_soil_2007_294:137–146_2007,
ma_et_al_2007b,riceface_nianyufarm_2001_c,ma_h_et_al_responses_of_rice_and_winter_wheat_to_free-air_co2_enrichment_china_face_at_rice/wheat_rotation_system_plant_soil_2007_294:137–146_2007,
ma_et_al_2007b,riceface_nianyufarm_triticum_2001_c,ma_h_et_al_responses_of_rice_and_winter_wheat_to_free-air_co2_enrichment_china_face_at_rice/wheat_rotation_system_plant_soil_2007_294:137–146_2007,
ma_et_al_2009,riceface_nianyufarm_rotation_2001_c,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2009,riceface_nianyufarm_rotation_2003_cf,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2009,riceface_nianyufarm_rotation_2003_c,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2009,riceface_nianyufarm_rotation_2003_f,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2009,riceface_nianyufarm_rotation_2004_cf,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2009,riceface_nianyufarm_rotation_2004_c,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2009,riceface_nianyufarm_rotation_2004_f,ma_hl_et_al_effects_of_increased_residue_biomass_under_elevated_co2_on_carbon_and_nitrogen_in_soil_aggregate_size_classes_rice-wheat_rotation_system_china_canadian_journal_of_soil_science_2009,
ma_et_al_2011,songen_f,ma_l_n_lue_x_t_liu_y_guo_j_x_zhang_n_y_yang_j_q_and_wang_r_z_2011_the_effects_of_warming_and_nitrogen_addition_on_soil_nitrogen_cycling_in_a_temperate_grassland_northeastern_china_plos_one_611_1–8_https://doiorg/101371/journalpone0027645,
ma_et_al_2011,songen_fw,ma_l_n_lue_x_t_liu_y_guo_j_x_zhang_n_y_yang_j_q_and_wang_r_z_2011_the_effects_of_warming_and_nitrogen_addition_on_soil_nitrogen_cycling_in_a_temperate_grassland_northeastern_china_plos_one_611_1–8_https://doiorg/101371/journalpone0027645,
ma_et_al_2011,songen_w,ma_l_n_lue_x_t_liu_y_guo_j_x_zhang_n_y_yang_j_q_and_wang_r_z_2011_the_effects_of_warming_and_nitrogen_addition_on_soil_nitrogen_cycling_in_a_temperate_grassland_northeastern_china_plos_one_611_1–8_https://doiorg/101371/journalpone0027645,
ma_et_al_2015,menyuan_b_w,ma_s_zhu_x_zhang_j_zhang_l_che_r_wang_f_…_cui_x_2015_warming_decreased_and_grazing_increased_plant_uptake_of_amino_acids_in_an_alpine_meadow_ecology_and_evolution_518_3995–4005_https://doiorg/101002/ece31646,
ma_et_al_2016,33.65_101.88_f,ma_w_jiang_s_assemien_f_qin_m_ma_b_xie_z_…_le_roux_x_2016_response_of_microbial_functional_groups_involved_in_soil_n_cycle_to_n_p_and_np_fertilization_in_tibetan_alpine_meadows_soil_biology_and_biochemistry_101_195–206_https://doiorg/101016/jsoilbio201607023,
mack_et_al_2004,toolik_acidic_f,mack_mc_schuur_eag_bret-harte_ms_shaver_gr_chapin_fs_2004_ecosystem_carbon_storage_in_arctic_tundra_reduced_by_long-term_nutrient_fertilization_nature_431_440-443,
mackay_et_al_2012,turkeypoint_d,mackay_sl_altaf_arain_m_khomik_m_brodeur_jj_schumacher_j_hartmann_h_peichl_m_2012_the_impact_of_induced_drought_on_transpiration_and_growth_in_a_temperate_pine_plantation_forest_hydrological_processes_26_1779-1791,
madeira_et_al_2002,47.25_6.92_f,madeira_m_v_fabião_a_and_pereira_j_s_changes_in_carbon_stocks_in_eucalyptus_globulus_labill_plantations_induced_by_different_water_and_nutrient_availability_for_ecol_manage_171_75-85_2002,
maes_et_al_2014,4.58_50.69_f,maes_sl_de_frenne_p_brunet_j_de_la_pena_e_chabrerie_o_cousins_sao_et_al_2014_effects_of_enhanced_nitrogen_inputs_and_climate_warming_on_a_forest_understorey_plant_assessed_by_transplant_experiments_along_a_latitudinal_gradient_plant_ecology_215_899-910,
maes_et_al_2014,4.58_50.69_fw,maes_sl_de_frenne_p_brunet_j_de_la_pena_e_chabrerie_o_cousins_sao_et_al_2014_effects_of_enhanced_nitrogen_inputs_and_climate_warming_on_a_forest_understorey_plant_assessed_by_transplant_experiments_along_a_latitudinal_gradient_plant_ecology_215_899-910,
maes_et_al_2014,4.58_50.69_w,maes_sl_de_frenne_p_brunet_j_de_la_pena_e_chabrerie_o_cousins_sao_et_al_2014_effects_of_enhanced_nitrogen_inputs_and_climate_warming_on_a_forest_understorey_plant_assessed_by_transplant_experiments_along_a_latitudinal_gradient_plant_ecology_215_899-910,
maestre_et_al_2006,52.25_10.52_cf,maestre_ft_and_reynolds_jf_2006_spatial_heterogeneity_in_soil_nutrient_supply_modulates_nutrient_and_biomass_responses_to_multiple_global_change_drivers_in_model_grassland_communities_global_change_biology_12_2431-2441,
maestre_et_al_2006,52.25_10.52_c,maestre_ft_and_reynolds_jf_2006_spatial_heterogeneity_in_soil_nutrient_supply_modulates_nutrient_and_biomass_responses_to_multiple_global_change_drivers_in_model_grassland_communities_global_change_biology_12_2431-2441,
